ID1	ID2	Date	Time
Inbred_line	A6140L70	20180424	155130
Inbred_line	A6140L31	20180424	161952
Inbred_line	CA2100L44	20180424	164059
Inbred_line	CA1100L77	20180427	101027
Inbred_line	CA1100L95	20180427	103125
Inbred_line	CA3100L28	20180427	105219
Inbred_line	A6140L2	20180427	111248
Inbred_line	CA2100L47	20180427	113328
Inbred_line	CA2100L119	20180427	115351
Inbred_line	CA2100L77	20180427	121421
Inbred_line	CA3100L83	20180427	123457
Inbred_line	GA250L2	20180427	130248
Inbred_line	CA3100L115	20180427	132504
Inbred_line	CA3100L96	20180427	134530
Inbred_line	CA2100L120	20180427	140723
Inbred_line	GA150L11	20180427	142811
Inbred_line	CA3100L119	20180427	144920
Inbred_line	CA3100L4	20180427	150949
Inbred_line	CA3100L37	20180427	153057
Inbred_line	A6140L35	20180427	155621
Inbred_line	GA450L4	20180427	161827
Inbred_line	CA1100L67	20180430	94446
Inbred_line	A6140L179	20180430	102037
Inbred_line	CA2100L32	20180430	105346
Inbred_line	CA1100L5	20180430	111416
Inbred_line	A6140L85	20180430	113450
Inbred_line	CA1100L83	20180430	115517
Inbred_line	GA250L35	20180430	121548
Inbred_line	CA2100L108	20180430	123623
Inbred_line	CA3100L35	20180430	130011
Inbred_line	GA450L10	20180430	133014
Inbred_line	A6140L75	20180430	135447
Inbred_line	A6140L62	20180430	141525
Inbred_line	GA150L12	20180430	143604
Inbred_line	CA1100L101	20180430	145634
Inbred_line	CA2100L18	20180507	95704
Inbred_line	CA2100L19	20180507	102222
Inbred_line	CA3100L67	20180507	104307
Inbred_line	CA1100L113	20180507	110421
Inbred_line	CA3100L45	20180507	112449
Inbred_line	CA3100L102	20180507	114552
Inbred_line	GA150L39	20180507	120658
Inbred_line	CA1100L84	20180507	122745
Inbred_line	CA2100L6	20180507	125015
Inbred_line	CA3100L108	20180507	131106
Inbred_line	A6140L234	20180507	133511
Inbred_line	CA1100L23	20180507	135541
Inbred_line	CA3100L99	20180507	141623
Inbred_line	CA3100L117	20180507	143702
Inbred_line	CA1100L55	20180507	150256
Inbred_line	CA1100L71	20180507	153027
Inbred_line	GA250L49	20180507	155509
Inbred_line	GA250L51	20180507	162322
Inbred_line	CA2100L110	20180504	101214
Inbred_line	GA150L41	20180504	103401
Inbred_line	GA250L36	20180504	105809
Inbred_line	CA2100L81	20180504	111842
Inbred_line	CA3100L95	20180504	113915
Inbred_line	GA450L16	20180504	120345
Inbred_line	CA3100L48	20180504	122449
Inbred_line	CA1100L114	20180504	124527
Inbred_line	CA2100L17	20180504	130638
Inbred_line	CA2100L30	20180504	132934
Inbred_line	CA3100L16	20180504	135019
Inbred_line	GA150L56	20180504	141100
Inbred_line	CA3100L7	20180504	143617
Inbred_line	A6140L90	20180504	145646
