data_id	pop_label	population	data_group_name	date_str	time_str	exper_duration_s	logD	temperature	rel_humidity	env_label	T12	T13	T21	T23	T31	T32	T12_pred_01	T13_pred_01	T21_pred_01	T23_pred_01	T31_pred_01	T32_pred_01	T12_pred_02	T13_pred_02	T21_pred_02	T23_pred_02	T31_pred_02	T32_pred_02	population2
CA3100L13_NGM_B109	CA3100L13	CA3100	B109	20180223	120748	1197.91	3.18430996063556	25	20	NGM	-0.695914104328644	-1.52267038339884	-1.86117967376734	-3.64002371531337	-1.08224167349468	-0.888544580327462	-1.43037805034636	-1.97506529057933	-1.15008215750901	-3.37263100714503	-0.579204593108919	-1.4394567247949	-0.954294332787677	-1.47260725823113	-1.50345021218018	-3.44561138695769	-0.831191500390064	-1.22874228473028	CA100
CA2100L87_NGM_B109	CA2100L87	CA2100	B109	20180223	122900	1216.953	3.09362606101114	25.2	20	NGM	-1.06137565838477	-1.66597946379532	-1.16133361669933	-4.77479376422555	-0.557168665343125	-2.83235893552067	-1.79583960440248	-2.11837437097581	-0.450236100441002	-4.50740105605721	-0.0541315849573641	-3.38327107998811	-1.3197558868438	-1.61591633862761	-0.803604155112166	-4.58038143586987	-0.306118492238509	-3.17255663992348	CA100
CA2100L41_NGM_B109	CA2100L41	CA2100	B109	20180223	124955	1296.712	3.13620482039477	25.2	20	NGM	-1.57593295035228	-2.12589488108955	-1.81454668736786	-3.43756831712533	-1.1606054852355	-1.43336540754239	-2.31039689636999	-2.57828978827004	-1.10344917110953	-3.17017560895699	-0.657568404849739	-1.98427755200983	-1.83431317881131	-2.07583175592184	-1.4568172257807	-3.24315598876965	-0.909555312130883	-1.7735631119452	CA100
CA3100L59_NGM_B109	CA3100L59	CA3100	B109	20180223	131248	1200.314	3.16297192282643	25.6	20	NGM	-1.27021121728941	-2.16749772300065	-1.33198527829494	-4.07324485579103	-0.685667310016088	-1.42800178577759	-2.00467516330712	-2.61989263018114	-0.620887762036612	-3.80585214762269	-0.182630229630327	-1.97891393024503	-1.52859144574844	-2.11743459783294	-0.974255816707776	-3.87883252743535	-0.434617136911472	-1.7681994901804	CA100
CA3100L7_NGM_B109	CA3100L7	CA3100	B109	20180223	133353	1199.519	3.10348668275038	25.6	20	NGM	-1.33119861796821	-1.98150969625618	-1.67983853471063	-3.23131845645115	-0.783040202619305	-1.31148845501713	-2.06566256398592	-2.43390460343667	-0.968741018452302	-2.96392574828281	-0.280003122233544	-1.86240059948457	-1.58957884642724	-1.93144657108847	-1.32210907312347	-3.03690612809547	-0.531990029514688	-1.65168615941994	CA100
CA3100L52_NGM_B109	CA3100L52	CA3100	B109	20180223	135426	1298.462	2.93159226715086	25.7	20	NGM	-0.881771024901138	-1.66323036594752	-1.44045585904643	-3.12031886692995	-1.01630160732431	-0.721248737694436	-1.61623497091885	-2.11562527312801	-0.729358342788103	-2.85292615876161	-0.513264526938549	-1.27216088216187	-1.14015125336017	-1.61316724077981	-1.08272639745927	-2.92590653857427	-0.765251434219694	-1.06144644209725	CA100
CA1100L52_NGM_B109	CA1100L52	CA1100	B109	20180223	141958	1253.311	3.27416903182466	25.8	20	NGM	-1.94015666518152	-2.54916771349096	-1.55699184889828	-2.65906396040221	-1.08930357688224	-0.676408544413586	-2.67462061119923	-3.00156262067145	-0.845894332639952	-2.39167125223387	-0.586266496496479	-1.22732068888102	-2.19853689364055	-2.49910458832325	-1.19926238731112	-2.46465163204653	-0.838253403777624	-1.0166062488164	CA100
CA1100L30_NGM_B109	CA1100L30	CA1100	B109	20180223	144125	1197.929	3.00283325897878	25.9	19	NGM	-1.10511748550768	-1.97651614710656	-1.06590053637915	-4.66875977036873	-0.359108802688478	-2.04428155211875	-1.83958143152539	-2.42891105428705	-0.354803020120823	-4.40136706220039	0.143928277697283	-2.59519369658619	-1.36349771396671	-1.92645302193885	-0.708171074791986	-4.47434744201305	-0.108058629583862	-2.38447925652156	CA100
CA3100L2_NGM_B109	CA3100L2	CA3100	B109	20180223	150206	1198.372	3.01776371235653	24.6	21	NGM	-1.5431042363212	-1.93304211617206	-1.47279000055367	-2.72034050071556	-0.885569395968124	-1.27965353523002	-2.27756818233891	-2.38543702335255	-0.761692484295343	-2.45294779254722	-0.382532315582363	-1.83056567969746	-1.80148446478023	-1.88297899100435	-1.11506053896651	-2.52592817235988	-0.634519222863507	-1.61985123963283	CA100
CA2100L96_NGM_B109	CA2100L96	CA2100	B109	20180223	152246	1198.105	3.25477504220591	26	18	NGM	-1.18564169405545	-2.04049676330437	-1.92809853715299	-3.70573619668719	-1.17418539386719	-1.10208036328608	-1.92010564007316	-2.49289167048486	-1.21700102089466	-3.43834348851885	-0.671148313481429	-1.65299250775352	-1.44402192251448	-1.99043363813666	-1.57036907556583	-3.51132386833151	-0.923135220762574	-1.44227806768889	CA100
CA2100L88_NGM_B109	CA2100L88	CA2100	B109	20180223	154322	1297.547	3.02930405993918	26	18	NGM	-0.871934230973837	-1.72929276659724	-1.5236462864283	-3.56947718452718	-0.79091421444871	-1.11125887152746	-1.60639817699155	-2.18168767377773	-0.812548770169973	-3.30208447635884	-0.287877134062949	-1.6621710159949	-1.13031445943287	-1.67922964142953	-1.16591682484114	-3.3750648561715	-0.539864041344094	-1.45145657593027	CA100
CA1100L38_NGM_B110	CA1100L38	CA1100	B110	20180226	91208	1296.301	2.67058856998946	24.3	16	NGM	-2.61680321974156	-3.35691887002482	-0.680445085415559	-3.72948192401597	-0.341648005782855	-2.31228666034464	-3.35126716575927	-3.80931377720531	0.0306524308427685	-3.46208921584763	0.161389074602906	-2.86319880481208	-2.87518344820059	-3.30685574485711	-0.322715623828395	-3.53506959566029	-0.0905978326782385	-2.65248436474745	CA100
CA1100L53_NGM_B110	CA1100L53	CA1100	B110	20180226	93556	1233.662	3.06734141519237	24.3	15	NGM	-1.87238498210887	-2.61053364308125	-0.731273011676612	-4.61119770869676	-0.264298069157808	-2.65490927977433	-2.60684892812658	-3.06292855026174	-0.0201754954182845	-4.34380500052842	0.238739011227953	-3.20582142424177	-2.1307652105679	-2.56047051791354	-0.373543550089448	-4.41678538034108	-0.0132478960531915	-2.99510698417714	CA100
CA1100L80_NGM_B110	CA1100L80	CA1100	B110	20180226	95709	1228.998	3.09671457806928	24.3	15	NGM	-1.35146104582129	-2.1249676319769	-1.35691497047214	-4.52613324527841	-0.673971296874036	-1.98945558651601	-2.085924991839	-2.57736253915739	-0.645817454213812	-4.25874053711007	-0.170934216488275	-2.54036773098345	-1.60984127428032	-2.07490450680919	-0.999185508884976	-4.33172091692273	-0.42292112376942	-2.32965329091882	CA100
CA2100L46_NGM_B110	CA2100L46	CA2100	B110	20180226	101837	1225.191	2.97059003198533	24.3	15	NGM	-1.52377665023938	-2.65950916310016	-0.606078670982764	-3.77409178467939	-0.461744090509917	-1.54063358613948	-2.25824059625709	-3.11190407028065	0.105018845275563	-3.50669907651105	0.0412929898758439	-2.09154573060692	-1.78215687869841	-2.60944603793245	-0.2483492093956	-3.57967945632371	-0.210693917405301	-1.88083129054229	CA100
CA3100L48_NGM_B110	CA3100L48	CA3100	B110	20180226	104002	1297.612	2.88079406516166	24.4	15	NGM	-0.405511374359442	-1.74155812365416	-0.899528710576199	-4.96462945430914	-0.542050213504498	-1.750016944629	-1.13997532037715	-2.19395303083465	-0.188431194317871	-4.6972367461408	-0.0390131331187371	-2.30092908909644	-0.663891602818475	-1.69149499848645	-0.541799248989035	-4.77021712595346	-0.291000040399882	-2.09021464903181	CA100
CA3100L17_NGM_B110	CA3100L17	CA3100	B110	20180226	110250	1297.951	2.81458327393696	24.5	15	NGM	-1.62090070298061	-2.60680556547511	-0.887645962287297	-4.21975393509783	-0.367911882682513	-2.28826864996315	-2.35536464899832	-3.0592004726556	-0.176548446028969	-3.95236122692949	0.135125197703248	-2.83918079443059	-1.87928093143964	-2.5567424403074	-0.529916500700133	-4.02534160674215	-0.116861709577897	-2.62846635436596	CA100
CA1100L18_NGM_B110	CA1100L18	CA1100	B110	20180226	112541	1197.979	3.20154526757994	24.6	15	NGM	-0.992452786837628	-2.1015024030126	-1.45203124038338	-5.14358668912213	-0.709135538028784	-1.6062321478735	-1.72691673285534	-2.55389731019309	-0.740933724125052	-4.87619398095379	-0.206098457643023	-2.15714429234094	-1.25083301529666	-2.05143927784489	-1.09430177879622	-4.94917436076645	-0.458085364924168	-1.94642985227631	CA100
CA1100L11_NGM_B110	CA1100L11	CA1100	B110	20180226	120650	1221.525	3.10157106498661	24.8	15	NGM	-1.09316164939623	-1.82850126027474	-0.999199489433179	-4.26737630420604	-0.475710380816879	-1.57040926687264	-1.82762559541394	-2.28089616745523	-0.288101973174852	-3.9999835960377	0.0273266995688819	-2.12132141134008	-1.35154187785526	-1.77843813510703	-0.641470027846015	-4.07296397585036	-0.224660207712263	-1.91060697127545	CA100
CA3100L26_NGM_B110	CA3100L26	CA3100	B110	20180226	122830	1199.023	2.74300467067735	24.9	15	NGM	-1.3008128136504	-2.43570595695561	-0.829769142621583	-4.13692888904822	-0.137795314757769	-1.83391565579768	-2.03527675966811	-2.8881008641361	-0.118671626363255	-3.86953618087988	0.365241765627992	-2.38482780026512	-1.55919304210943	-2.3856428317879	-0.472039681034419	-3.94251656069254	0.113254858346848	-2.17411336020049	CA100
CA2100L49_NGM_B110	CA2100L49	CA2100	B110	20180226	124920	1203.092	2.76153091417858	25	15	NGM	-0.8980472615619	-2.04980695881314	-0.488603304706589	-4.92195867566175	-0.179647077073881	-2.51309459500738	-1.63251120757961	-2.50220186599363	0.222494211551738	-4.65456596749341	0.32339000331188	-3.06400673947482	-1.15642749002093	-1.99974383364543	-0.130873843119425	-4.72754634730607	0.0714030960307355	-2.85329229941019	CA100
CA1100L25_NGM_B110	CA1100L25	CA1100	B110	20180226	130956	1266.67	2.93189522275944	25.1	14	NGM	-1.52212239074749	-2.10694736161134	-0.764175695428061	-4.7951170022274	-0.310188329696078	-2.48604674708541	-2.2565863367652	-2.55934226879183	-0.0530781791697335	-4.52772429405906	0.192848750689683	-3.03695889155285	-1.78050261920652	-2.05688423644363	-0.406446233840897	-4.60070467387172	-0.0591381565914615	-2.82624445148822	CA100
CA1100L50_NGM_B110	CA1100L50	CA1100	B110	20180226	133200	1297.585	2.93565010875847	25.2	14	NGM	-1.30719395327718	-2.07889198487044	-1.11895250297233	-4.78498695998817	-0.477628460338546	-2.21435081647999	-2.04165789929489	-2.53128689205093	-0.407854986714002	-4.51759425181983	0.0254086200472149	-2.76526296094743	-1.56557418173621	-2.02882885970273	-0.761223041385166	-4.59057463163249	-0.22657828723393	-2.5545485208828	CA100
CA1100L17_NGM_B111	CA1100L17	CA1100	B111	20180305	95457	1205.929	3.05247224288265	23.4	33	NGM	-1.93002631919143	-2.68664901077476	-0.997400444602236	-4.27377910843101	-0.52778318424348	-2.41585386591136	-2.66449026520914	-3.13904391795525	-0.286302928343908	-4.00638640026267	-0.0247461038577191	-2.9667660103788	-2.18840654765046	-2.63658588560705	-0.639670983015072	-4.07936678007533	-0.276733011138864	-2.75605157031417	CA100
CA2100L15_NGM_B111	CA2100L15	CA2100	B111	20180305	101543	1200.802	3.06443353665218	23.5	33	NGM	-1.65124899522266	-2.65730360606927	-1.32204346548115	-4.19657252187432	-0.837397181188114	-1.96980246504685	-2.38571294124037	-3.10969851324976	-0.610945949222822	-3.92917981370598	-0.334360100802353	-2.52071460951429	-1.90962922368169	-2.60724048090156	-0.964314003893986	-4.00216019351864	-0.586347008083498	-2.31000016944966	CA100
CA3100L14_NGM_B111	CA3100L14	CA3100	B111	20180305	103631	1217.27	3.10671845856208	23.6	33	NGM	-1.63651295072814	-2.94556245764268	-1.69819663404057	-4.83524418300618	-0.652078721319254	-1.78669849814086	-2.37097689674585	-3.39795736482317	-0.987099117782243	-4.56785147483784	-0.149041640933493	-2.3376106426083	-1.89489317918717	-2.89549933247497	-1.34046717245341	-4.6408318546505	-0.401028548214638	-2.12689620254367	CA100
CA3100L119_NGM_B111	CA3100L119	CA3100	B111	20180305	105729	1297.882	3.19005983268228	23.7	33	NGM	-1.54508293956804	-2.29587042024364	-1.71592323650446	-4.41139742487595	-0.997779583110804	-2.01161286052012	-2.27954688558575	-2.74826532742413	-1.00482572024613	-4.14400471670761	-0.494742502725043	-2.56252500498756	-1.80346316802707	-2.24580729507593	-1.3581937749173	-4.21698509652027	-0.746729410006187	-2.35181056492293	CA100
CA1100L40_NGM_B111	CA1100L40	CA1100	B111	20180305	112230	1295.53	3.25584942401845	23.8	33	NGM	-1.4077980979218	-2.63492732673942	-1.71792638614955	-5.01563078734646	-0.684043387163395	-1.88397838212724	-2.14226204393951	-3.08732223391991	-1.00682886989122	-4.74823807917812	-0.181006306777634	-2.43489052659468	-1.66617832638083	-2.58486420157171	-1.36019692456239	-4.82121845899078	-0.432993214058778	-2.22417608653005	CA100
CA1100L15_NGM_B111	CA1100L15	CA1100	B111	20180305	114502	1217.522	3.04343911814055	23.9	33	NGM	-1.70033965084658	-2.55284852835553	-1.21871126127764	-4.54030802436711	-0.571688577947229	-2.73757510836581	-2.43480359686429	-3.00524343553602	-0.507613745019313	-4.27291531619877	-0.0686514975614682	-3.28848725283325	-1.95871987930561	-2.50278540318782	-0.860981799690476	-4.34589569601143	-0.320638404842613	-3.07777281276862	CA100
CA2100L35_NGM_B111	CA2100L35	CA2100	B111	20180305	120605	1296.036	2.76804843805366	24	33	NGM	-1.69395056357827	-2.33530366722668	-0.787548505210603	-3.66208191444534	-0.396696931312981	-1.75202031869192	-2.42841450959598	-2.78769857440717	-0.0764509889522755	-3.394689206277	0.10634014907278	-2.30293246315936	-1.9523307920373	-2.28524054205897	-0.429819043623439	-3.46766958608966	-0.145646758208365	-2.09221802309473	CA100
CA3100L44_NGM_B111	CA3100L44	CA3100	B111	20180305	123829	1238.606	2.95915258713765	24.2	33	NGM	-1.27641152723748	-2.14162980507513	-0.721196264350961	-3.8130320285036	-0.487171213495394	-1.66254040000891	-2.01087547325519	-2.59402471225562	-0.0100987480926334	-3.54563932033526	0.0158658668903669	-2.21345254447635	-1.53479175569651	-2.09156667990742	-0.363466802763797	-3.61861970014792	-0.236121040390778	-2.00273810441172	CA100
CA2100L10_NGM_B111	CA2100L10	CA2100	B111	20180305	130009	1170.361	3.00336549453939	23.4	33	NGM	-1.01211726227215	-2.1105009671258	-1.73802822830097	-6.1625600567477	-0.601432855118698	-2.42374948625855	-1.74658120828986	-2.56289587430629	-1.02693071204264	-5.89516734857936	-0.0983957747329371	-2.97466163072598	-1.27049749073118	-2.06043784195809	-1.38029876671381	-5.96814772839202	-0.350382682014082	-2.76394719066136	CA100
CA1100L31_NGM_B111	CA1100L31	CA1100	B111	20180305	132013	1211.439	3.03483347768807	24.8	33	NGM	-0.678538501323643	-1.9255426814207	-1.68400550646766	-5.3064497559769	-0.638733636182218	-1.75636185024597	-1.41300244734135	-2.37793758860119	-0.972907990209332	-5.03905704780856	-0.135696555796457	-2.30727399471341	-0.936918729782676	-1.87547955625299	-1.3262760448805	-5.11203742762122	-0.387683463077602	-2.09655955464878	CA100
CA1100L45_NGM_B111	CA1100L45	CA1100	B111	20180305	134102	1296.562	2.96893204553799	24.8	33	NGM	-1.29955766705076	-2.55033307550187	-1.25446426263858	-4.34037524528342	-0.582862051531237	-2.16053092670628	-2.03402161306847	-3.00272798268236	-0.543366746380253	-4.07298253711508	-0.0798249711454762	-2.71144307117372	-1.55793789550979	-2.50026995033416	-0.896734801051416	-4.14596291692774	-0.331811878426621	-2.50072863110909	CA100
CA2100L33_NGM_B111	CA2100L33	CA2100	B111	20180305	140712	1296.926	3.0060594845034	24.8	31	NGM	-0.887909187437953	-2.29958523475544	-1.40722602111479	-5.28124312426458	-0.538162900891205	-1.4306128714371	-1.62237313345566	-2.75198014193593	-0.696128504856462	-5.01385041609624	-0.0351258205054441	-1.98152501590454	-1.14628941589699	-2.24952210958773	-1.04949655952763	-5.0868307959089	-0.287112727786589	-1.77081057583991	CA100
CA3100L96_NGM_B112	CA3100L96	CA3100	B112	20180309	95838	1296.992	3.06303766093007	24.2	33	NGM	-1.75358270678462	-2.67504781037563	-1.33723093053323	-4.04307769203512	-0.659934035474641	-1.66386534088299	-2.48804665280233	-3.12744271755612	-0.626133414274902	-3.77568498386678	-0.15689695508888	-2.21477748535043	-2.01196293524365	-2.62498468520792	-0.979501468946066	-3.84866536367944	-0.408883862370025	-2.0040630452858	CA100
CA1100L3_NGM_B112	CA1100L3	CA1100	B112	20180309	102223	1221.062	2.88831625222422	24.2	33	NGM	-1.8970068569374	-2.68913672148555	-1.05746381905927	-3.86656227011873	-0.588579358742427	-1.95911750535199	-2.63147080295511	-3.14153162866604	-0.346366302800942	-3.59916956195039	-0.0855422783566661	-2.51002964981943	-2.15538708539643	-2.63907359631784	-0.699734357472106	-3.67214994176305	-0.33752918563781	-2.2993152097548	CA100
CA3100L11_NGM_B112	CA3100L11	CA3100	B112	20180309	104330	1198.089	2.99297773488698	24.3	33	NGM	-1.77468087348315	-2.86169721429539	-1.13347804129094	-3.90182239778928	-0.718252235815566	-1.66080138312833	-2.50914481950086	-3.31409212147588	-0.422380525032612	-3.63442968962094	-0.215215155429805	-2.21171352759577	-2.03306110194218	-2.81163408912768	-0.775748579703776	-3.7074100694336	-0.467202062710949	-2.00099908753114	CA100
CA2100L43_NGM_B112	CA2100L43	CA2100	B112	20180309	110444	1296.56	3.12374390692594	24.5	34	NGM	-1.37735328747888	-3.73278454832654	-1.59402606120459	-4.91789294670437	-0.669664022759845	-1.42702976016035	-2.11181723349659	-4.18517945550703	-0.882928544946262	-4.65050023853603	-0.166626942374084	-1.97794190462779	-1.63573351593791	-3.68272142315883	-1.23629659961743	-4.72348061834869	-0.418613849655229	-1.76722746456316	CA100
CA2100L36_NGM_B112	CA2100L36	CA2100	B112	20180309	113144	1210.253	2.97695510031516	24.6	34	NGM	-1.53160741747782	-2.51124351635139	-0.733626554123169	-4.25024392281388	-0.329738600425524	-2.06548123181544	-2.26607136349553	-2.96363842353188	-0.0225290378648415	-3.98285121464554	0.173298479960237	-2.61639337628288	-1.78998764593685	-2.46118039118368	-0.375897092536005	-4.0558315944582	-0.0786884273209075	-2.40567893621825	CA100
CA2100L48_NGM_B112	CA2100L48	CA2100	B112	20180309	121338	1297.234	2.85389266369947	24.7	35	NGM	-0.967805465490673	-2.3382026130751	-1.16482726711767	-4.04155350343147	-0.322941821120231	-1.59868490453888	-1.70226941150838	-2.79059752025559	-0.453729750859343	-3.77416079526313	0.18009525926553	-2.14959704900632	-1.22618569394971	-2.28813948790739	-0.807097805530506	-3.84714117507579	-0.0718916480156145	-1.93888260894169	CA100
CA1100L8_NGM_B112	CA1100L8	CA1100	B112	20180309	123738	1297.147	2.76280017920789	24.8	36	NGM	-1.37482950271522	-2.53609857168462	-0.636558420261621	-4.67350696080294	0.0257201291746036	-2.81375485873289	-2.10929344873293	-2.98849347886511	0.0745390959967065	-4.4061142526346	0.528757209560365	-3.36466700320033	-1.63320973117425	-2.48603544651691	-0.278828958674457	-4.47909463244726	0.27677030227922	-3.1539525631357	CA100
CA1100L6_NGM_B112	CA1100L6	CA1100	B112	20180309	133936	1198.008	3.2360389103232	24.9	36	NGM	-2.19296218787877	-2.92422899019577	-0.928426598790143	-4.15565284311498	-0.568905645077096	-2.24193450520883	-2.92742613389648	-3.37662389737626	-0.217329082531815	-3.88826013494664	-0.0658685646913351	-2.79284664967627	-2.4513424163378	-2.87416586502806	-0.570697137202979	-3.9612405147593	-0.317855471972479	-2.58213220961164	CA100
CA1100L39_NGM_B112	CA1100L39	CA1100	B112	20180309	140018	1195.25	2.37073774896158	24.9	36	NGM	-1.10747336302199	-2.10189224177931	-0.334544500839331	-3.85558052963526	0.037188346438988	-2.10192356582369	-1.8419373090397	-2.5542871489598	0.376553015418996	-3.58818782146692	0.540225426824749	-2.65283571029113	-1.36585359148102	-2.0518291166116	0.023184960747833	-3.66116820127958	0.288238519543605	-2.4421212702265	CA100
CA1100L35_NGM_B112	CA1100L35	CA1100	B112	20180309	142052	1251.684	2.97623928202765	24.9	36	NGM	-1.53323280783612	-2.64140033366692	-0.929956161049297	-4.48385982376702	-0.325195835101763	-2.05967640991674	-2.26769675385383	-3.09379524084741	-0.21885864479097	-4.21646711559868	0.177841245283998	-2.61058855438418	-1.79161303629515	-2.59133720849921	-0.572226699462133	-4.28944749541134	-0.0741456619971465	-2.39987411431955	CA100
CA3100L45_NGM_B112	CA3100L45	CA3100	B112	20180309	144230	1296.734	3.02883994670474	25	36	NGM	-1.24084615667265	-2.40617433724139	-1.33171039341127	-4.09611578174303	-0.78962931526359	-1.40328355958108	-1.97531010269036	-2.85856924442188	-0.620612877152942	-3.82872307357469	-0.286592234877829	-1.95419570404852	-1.49922638513168	-2.35611121207368	-0.973980931824106	-3.90170345338735	-0.538579142158974	-1.74348126398389	CA100
CA2100L44_NGM_B112	CA2100L44	CA2100	B112	20180309	154321	1296.687	2.96162263035692	25.2	37	NGM	-1.51623400721342	-2.45663096939697	-0.892273256432345	-3.82186610263839	-0.664557737015935	-1.70816151486621	-2.25069795323113	-2.90902587657746	-0.181175740174017	-3.55447339447005	-0.161520656630174	-2.25907365933365	-1.77461423567245	-2.40656784422926	-0.534543794845181	-3.62745377428271	-0.413507563911319	-2.04835921926902	CA100
CA2100L106_NGM_B113	CA2100L106	CA2100	B113	20180316	94703	1202.668	2.8808384453324	23.5	33	NGM	-1.48637844715864	-2.39204140002115	-0.648546319313047	-3.98237751929752	-0.344299674482632	-2.25197174667933	-2.22084239317635	-2.84443630720164	0.0625511969452806	-3.71498481112918	0.158737405903129	-2.80288389114677	-1.74475867561767	-2.34197827485344	-0.290816857725883	-3.78796519094184	-0.0932495013780155	-2.59216945108214	CA100
CA3100L56_NGM_B113	CA3100L56	CA3100	B113	20180316	100756	1296.508	3.065173491293	23.6	33	NGM	-1.16599777620401	-2.13843966352267	-1.37558011134431	-4.40428680762067	-0.735095977515955	-1.64199186174618	-1.90046172222172	-2.59083457070316	-0.664482595085983	-4.13689409945233	-0.232058897130194	-2.19290400621362	-1.42437800466304	-2.08837653835496	-1.01785064975715	-4.20987447926499	-0.484045804411339	-1.98218956614899	CA100
CA1100L29_NGM_B113	CA1100L29	CA1100	B113	20180316	103523	1291.607	2.50553938988095	23.7	33	NGM	-2.35560673936708	-3.37785176600039	-0.0492358988790333	-3.1678641182251	0.104820342551047	-1.99254580972414	-3.09007068538479	-3.83024667318088	0.661861617379294	-2.90047141005676	0.607857422936808	-2.54345795419158	-2.61398696782611	-3.32778864083268	0.308493562708131	-2.97345178986942	0.355870515655663	-2.33274351412695	CA100
CA2100L17_NGM_B113	CA2100L17	CA2100	B113	20180316	105740	1197.383	3.30091696756438	23.8	33	NGM	-0.899577271411976	-1.8238401510453	-1.57560573173203	-4.24651989740133	-0.809648578119367	-1.42310456806059	-1.63404121742969	-2.27623505822579	-0.864508215473702	-3.97912718923299	-0.306611497733606	-1.97401671252803	-1.15795749987101	-1.77377702587759	-1.21787627014487	-4.05210756904565	-0.558598405014751	-1.7633022724634	CA100
CA3100L3_NGM_B113	CA3100L3	CA3100	B113	20180316	111819	1296.932	3.04943304207224	23.9	33	NGM	-1.24877590222034	-2.35509040406514	-0.997120543025579	-4.33232546146843	-0.502518822190996	-1.97359699281334	-1.98323984823805	-2.80748531124563	-0.286023026767251	-4.06493275330009	0.00051825819476492	-2.52450913728078	-1.50715613067937	-2.30502727889743	-0.639391081438415	-4.13791313311275	-0.25146864908638	-2.31379469721615	CA100
CA1100L57_NGM_B113	CA1100L57	CA1100	B113	20180316	114443	1203.416	2.7890101124741	24	33	NGM	-1.07391814516874	-2.1436054975249	-1.03581516457328	-3.85678058878877	-0.584081502113922	-1.88222450911214	-1.80838209118645	-2.59600040470539	-0.324717648314953	-3.58938788062043	-0.0810444217281611	-2.43313665357958	-1.33229837362777	-2.09354237235719	-0.678085702986116	-3.66236826043309	-0.333031329009305	-2.22242221351495	CA100
CA3100L19_NGM_B113	CA3100L19	CA3100	B113	20180316	120521	1297.176	2.93975363578785	24.1	33	NGM	-1.0678021303834	-2.07097316438765	-0.901735825054472	-4.23450129058041	-0.5779397854449	-1.84198476510181	-1.80226607640111	-2.52336807156814	-0.190638308796145	-3.96710858241207	-0.0749027050591391	-2.39289690956925	-1.32618235884243	-2.02091003921994	-0.544006363467308	-4.04008896222473	-0.326889612340284	-2.18218246950462	CA100
CA1100L62_NGM_B113	CA1100L62	CA1100	B113	20180316	123541	1197.492	3.25321571919847	24.2	33	NGM	-1.02854507435178	-2.40397194581813	-1.80111449188081	-4.86188449242379	-0.797133439129569	-1.6105026282368	-1.76300902036949	-2.85636685299862	-1.09001697562248	-4.59449178425545	-0.294096358743808	-2.16141477270424	-1.28692530281081	-2.35390882065042	-1.44338503029365	-4.66747216406811	-0.546083266024953	-1.95070033263961	CA100
CA2100L47_NGM_B113	CA2100L47	CA2100	B113	20180316	125620	1296.665	2.80011360259012	24.3	33	NGM	-1.58395579300146	-2.53802827456153	-1.01587799711032	-3.6923386594654	-0.362704196445345	-1.49124906454909	-2.31841973901917	-2.99042318174202	-0.304780480851992	-3.42494595129706	0.140332883940416	-2.04216120901653	-1.84233602146049	-2.48796514939382	-0.658148535523156	-3.49792633110972	-0.111654023340729	-1.8314467689519	CA100
CA2100L119_NGM_B113	CA2100L119	CA2100	B113	20180316	132723	1269.833	3.03210408468381	24.4	33	NGM	-0.774844065642465	-2.06767108837715	-1.47177442414143	-4.47469260333216	-0.824160053308802	-1.25668752396075	-1.50930801166018	-2.52006599555764	-0.760676907883102	-4.20729989516382	-0.321122972923041	-1.80759966842819	-1.0332242941015	-2.01760796320944	-1.11404496255427	-4.28028027497648	-0.573109880204186	-1.59688522836356	CA100
CA1100L95_NGM_B113	CA1100L95	CA1100	B113	20180316	134948	1297.555	3.10599119118357	24.5	33	NGM	-1.44963338777745	-2.79810699718662	-0.723355699937637	-4.41275682627253	-0.421179590440268	-2.06511894727718	-2.18409733379516	-3.25050190436711	-0.0122581836793095	-4.14536411810419	0.0818574899454929	-2.61603109174462	-1.70801361623648	-2.74804387201891	-0.365626238350473	-4.21834449791685	-0.170129417335652	-2.40531665167999	CA100
CA2100L31_NGM_B113	CA2100L31	CA2100	B113	20180316	143305	1249.601	3.00122336213921	24.6	33	NGM	-1.00488259748996	-2.11691340225493	-1.14354150986742	-4.42365118582833	-0.748168801228599	-2.18563458219824	-1.73934654350767	-2.56930830943542	-0.432443993609092	-4.15625847765999	-0.245131720842838	-2.73654672666568	-1.26326282594899	-2.06685027708722	-0.785812048280256	-4.22923885747265	-0.497118628123982	-2.52583228660105	CA100
CA1100L84_NGM_B113	CA1100L84	CA1100	B113	20180316	145430	1197.526	3.19542712642549	24.7	33	NGM	-1.50326492083821	-2.20602966082498	-1.32089824265931	-3.95651756141393	-0.71178554531654	-2.13677731162036	-2.23772886685592	-2.65842456800547	-0.609800726400983	-3.68912485324559	-0.208748464930779	-2.6876894560878	-1.76164514929724	-2.15596653565727	-0.963168781072146	-3.76210523305825	-0.460735372211924	-2.47697501602317	CA100
CA2100L7_NGM_B113	CA2100L7	CA2100	B113	20180316	151519	1297.406	2.94288603874421	24.8	33	NGM	-1.23718189055435	-2.17271377981525	-1.23815706124131	-4.51315211120063	-0.630055799881788	-2.22913297162113	-1.97164583657206	-2.62510868699574	-0.527059544982982	-4.24575940303229	-0.127018719496027	-2.78004511608857	-1.49556211901338	-2.12265065464754	-0.880427599654146	-4.31873978284495	-0.379005626777171	-2.56933067602394	CA100
