exper_data_id	pop_label	data_group_name	mean_still	mean_forward	mean_backward	date_str	time_str
B307-20190308_102516_proc_male	CA466L0_male	B307	-1.99491175276085	1.27546461019054	-2.21304612586086	20190308	102516
B307-20190308_104808_proc_herm	A430L0_herm	B307	-0.670070073223077	0.531771778962654	-3.4217500545151	20190308	104808
B307-20190308_104808_proc_male	A430L0_male	B307	-1.64782141891704	1.14627052319292	-2.44551241045133	20190308	104808
B307-20190308_110842_proc_herm	CA168L0_herm	B307	-0.720079837885481	0.527660591939381	-3.08602797458439	20190308	110842
B307-20190308_110842_proc_male	CA168L0_male	B307	-1.88865997602576	1.22245148278703	-2.24123744858129	20190308	110842
B307-20190308_112938_proc_herm	CA310L0_herm	B307	-0.45918975325825	0.289100430936816	-3.15114828985789	20190308	112938
B307-20190308_112938_proc_male	CA310L0_male	B307	-1.76629690467109	1.21658600878205	-2.4084004663375	20190308	112938
B307-20190308_115004_proc_herm	A2100L0_herm	B307	-0.722472516386516	0.60452966563005	-3.60533145458694	20190308	115004
B307-20190308_115004_proc_male	A2100L0_male	B307	-2.02570643976545	1.44197776215998	-2.51650703939587	20190308	115004
B307-20190308_121037_proc_herm	A5100L0_herm	B307	-0.699001885403921	0.499616187034755	-3.04123695001872	20190308	121037
B307-20190308_121037_proc_male	A5100L0_male	B307	-2.02727992819013	1.34768969828936	-2.31510091292836	20190308	121037
B307-20190308_123121_proc_herm	A230L0_herm	B307	-0.640772496940671	0.446435287241968	-3.05187239463491	20190308	123121
B307-20190308_123121_proc_male	A230L0_male	B307	-2.12346520971922	1.44025060963018	-2.38052868111028	20190308	123121
B307-20190308_125444_proc_herm	A3100L0_herm	B307	-0.334718942758637	0.200582042118416	-3.37991614118347	20190308	125444
B307-20190308_125444_proc_male	A3100L0_male	B307	-1.95234527186326	1.42676259505967	-2.59740285406347	20190308	125444
B307-20190308_141447_proc_herm	CA368L0_herm	B307	-0.601021371783038	0.279638234902875	-2.49183709364923	20190308	141447
B307-20190308_141447_proc_male	CA368L0_male	B307	-2.12134931108262	1.31008467542808	-2.13825730974397	20190308	141447
B307-20190308_143531_proc_herm	A260L0_herm	B307	0.297016159571452	-0.377209293653258	-3.91833294054347	20190308	143531
B307-20190308_143531_proc_male	A260L0_male	B307	-1.59008509736897	1.28469442655099	-3.0010100517911	20190308	143531
B307-20190308_145741_proc_herm	CA210L0_herm	B307	-0.792841097437873	0.600433260384205	-3.11026973818941	20190308	145741
B307-20190308_145741_proc_male	CA210L0_male	B307	-1.98600333543419	1.25092313030336	-2.17672609971836	20190308	145741
B307-20190308_151959_proc_herm	A130L0_herm	B307	-0.434624035577714	0.315013282853799	-3.51569905888766	20190308	151959
B307-20190308_151959_proc_male	A130L0_male	B307	-1.49854725887713	1.07745600449649	-2.56620323053225	20190308	151959
B307-20190308_154029_proc_herm	A1100L0_herm	B307	-0.52294055627065	0.423901572041323	-3.73052641574106	20190308	154029
B307-20190308_154029_proc_male	A1100L0_male	B307	-1.45877866376238	1.14179335033222	-2.87631179775832	20190308	154029
B307-20190308_160057_proc_herm	CA532L0_herm	B307	-0.206072562257317	0.0783474336084083	-3.41728040486131	20190308	160057
B307-20190308_160057_proc_male	CA532L0_male	B307	-1.66124831615501	1.09340208548115	-2.296855905729	20190308	160057
B308-20190311_083503_proc_herm	CA368L0_herm	B308	-0.422500796586026	0.177345447528391	-2.7540026956967	20190311	083503
B308-20190311_083503_proc_male	CA368L0_male	B308	-2.18336631884167	1.32672068274294	-2.10669147296271	20190311	083503
B308-20190311_085531_proc_herm	CA136L0_herm	B308	0.0610708203473053	-0.20590946407775	-3.28661349480027	20190311	085531
B308-20190311_085531_proc_male	CA136L0_male	B308	-1.59272213602956	1.10054103195972	-2.43371967477689	20190311	085531
B308-20190311_091536_proc_herm	CA632L0_herm	B308	0.0762340848709985	-0.285922310653771	-2.90416087976754	20190311	091536
B308-20190311_091536_proc_male	CA632L0_male	B308	-1.70681581502146	1.11470223688033	-2.27259613293864	20190311	091536
B308-20190311_093614_proc_herm	CA25L0_herm	B308	-0.352328901107913	0.145842937754908	-2.92801411289362	20190311	093614
B308-20190311_093614_proc_male	CA25L0_male	B308	-1.56538920500658	0.86163896584122	-1.9539587155767	20190311	093614
B308-20190311_095648_proc_herm	CA466L0_herm	B308	-0.225581816778177	0.0270137943731559	-2.95704761456334	20190311	095648
B308-20190311_095648_proc_male	CA466L0_male	B308	-2.17892243807242	1.27669887829617	-2.02645305815733	20190311	095648
B308-20190311_101714_proc_herm	A6140L0_herm	B308	-0.778281435350439	0.577862777805511	-3.06125313352381	20190311	101714
B308-20190311_101714_proc_male	A6140L0_male	B308	-2.06383388292283	1.35970809380892	-2.2939440129275	20190311	101714
B308-20190311_103838_proc_herm	OF5L0_herm	B308	-0.237858314652864	0.0236586503997697	-2.87761265197559	20190311	103838
B308-20190311_103838_proc_male	OF5L0_male	B308	-1.93884379674988	1.36026325693619	-2.46397479683491	20190311	103838
B308-20190311_105931_proc_herm	CA35L0_herm	B308	-0.830466414619233	0.623519297633413	-3.04497283135099	20190311	105931
