exper_data_id	data_id	pop_label	data_group_name	date_str	time_str	exper_duration_s	trackL	n_tracks	mean_nb_tracks	logD	temperature	rel_humidity	location_label	env_label	T12	T13	T21	T23	T31	T32
B120-20180424_132655_proc	CA2100L5_NGM_B120	CA2100L5	B120	20180424	132655	1197.366	764.543360433604	1365	871.581193212326	2.94030785056432	27.9	31	Paris2	NGM	-1.74259971451012	-2.62402398747128	-0.336862788035342	-4.44840586742903	-0.00831874179677606	-3.29739630312659
B120-20180424_134735_proc	CA2100L48_NGM_B120	CA2100L48	B120	20180424	134735	1197.879	152.257260273973	10124	1286.81820368643	3.10951719592332	28.1	31	Paris2	NGM	-0.917253394138922	-2.29570840838843	-1.69737385060889	-3.96347433115145	-0.762914614317777	-1.09156113563149
B120-20180424_140806_proc	CA2100L107_NGM_B120	CA2100L107	B120	20180424	140806	1197.516	186.385344513307	6534	1016.97333567981	3.00730956617847	28.2	31	Paris2	NGM	-0.783845063933847	-2.16639140120657	-1.37055512876286	-4.84192760203821	-0.667771074581037	-1.55268393907017
B120-20180424_142833_proc	CA2100L43_NGM_B120	CA2100L43	B120	20180424	142833	1197.321	279.22272934733	4084	952.414287108048	2.97882590160648	28.4	31	Paris2	NGM	-1.04756848978431	-3.19402298986958	-1.03669564066663	-4.94567864303492	-0.451723528620042	-1.85842213082682
B120-20180424_144913_proc	A6140L114_NGM_B120	A6140L114	B120	20180424	144913	1219.327	232.633686148182	5426	1035.21892079814	3.01503220104017	28.5	31	Paris2	NGM	-1.2374122712886	-2.1984388138093	-1.18540216662484	-3.96779409819881	-0.63792849859789	-1.78024310121951
B120-20180424_151008_proc	CA2100L36_NGM_B120	CA2100L36	B120	20180424	151008	1197.371	257.667736757624	3259	701.31910167617	2.84591566784443	28.6	31	Paris2	NGM	-0.639046543382814	-2.01035601088003	-0.859611244449479	-4.20590649487854	-0.174289447100191	-1.49138248140188
B120-20180424_153039_proc	CA1100L30_NGM_B120	CA1100L30	B120	20180424	153039	1198.793	147.239792465599	14891	1828.96275637682	3.26220486191998	28.9	31	Paris2	NGM	-0.857401228572787	-1.86933050199931	-2.03146762330136	-4.22645446418294	-1.11798470744525	-0.793399109693774
B120-20180424_155130_proc	A6140L70_NGM_B120	A6140L70	B120	20180424	155130	1296.839	423.90523465704	2128	695.591618813269	2.84235434054592	28.9	31	Paris2	NGM	-1.67147292851693	-2.49931276290071	-0.745214171995687	-4.14619529069513	-0.203737525748671	-2.02798552370393
B120-20180424_161952_proc	A6140L31_NGM_B120	A6140L31	B120	20180424	161952	1205.129	127.773693803159	7925	840.247412011524	2.9244071835029	28.9	30	Paris2	NGM	-0.456724613598904	-2.48380674008712	-1.2397870000027	-4.01666833006979	-0.0607130109616651	-0.558673677461418
B120-20180424_164059_proc	CA2100L44_NGM_B120	CA2100L44	B120	20180424	164059	1195.703	281.552810376776	3069	722.659034096531	2.85893343624549	28.8	29	Paris2	NGM	-1.2001664023613	-2.06486338015618	-1.10585955147351	-4.05035041871192	-0.567168197807779	-1.67313939536648
B121-20180427_101027_proc	CA1100L77_NGM_B121	CA1100L77	B121	20180427	101027	1231.293	676.326666666667	224	123.039092509527	2.09004311927499	26.3	29	Paris2	NGM	-1.63332969168893	-2.61807674109817	-0.443566101827812	-3.41977614512118	0.266394850124558	-1.75771152969286
B121-20180427_103125_proc	CA1100L95_NGM_B121	CA1100L95	B121	20180427	103125	1219.012	714.458646616541	506	296.564820680986	2.47211963256472	26.4	29	Paris2	NGM	-1.35468119008223	-2.55929960407803	-0.423540745557525	-4.54178768294116	-0.010330098104686	-2.47151472924746
B121-20180427_105219_proc	CA3100L28_NGM_B121	CA3100L28	B121	20180427	105219	1199.23	211.992021276596	11672	2063.2996775768	3.31456231031246	26.4	29	Paris2	NGM	-1.60905603639465	-2.32214814389994	-1.89522203017338	-3.4649045859462	-1.19828471649869	-1.13882949244089
B121-20180427_111248_proc	A6140L2_NGM_B121	A6140L2	B121	20180427	111248	1205.769	244.048347107438	5130	1038.31498459585	3.01632912164389	26.5	29	Paris2	NGM	-1.2035523526926	-2.30119398127316	-1.63923897179307	-4.76454713616681	-0.474414291148036	-1.82822356574244
B121-20180427_113328_proc	CA2100L47_NGM_B121	CA2100L47	B121	20180427	113328	1197.988	305.078947368421	5043	1284.24753134334	3.1086487395706	26.6	28	Paris2	NGM	-1.7043877102276	-2.52905514862334	-1.43145960903637	-4.08257850921804	-0.681096971193746	-1.4082077439163
B121-20180427_115351_proc	CA2100L119_NGM_B121	CA2100L119	B121	20180427	115351	1200.303	185.040038825528	11836	1824.65085860732	3.2611797758137	26.6	28	Paris2	NGM	-0.974815743744518	-2.16624687386168	-1.86021779760737	-4.51230150261907	-1.07327598439546	-1.09095527982061
B121-20180427_121421_proc	CA2100L77_NGM_B121	CA2100L77	B121	20180427	121421	1204.556	245.431041106416	9629	1961.93078180979	3.29268368112327	26.7	27	Paris2	NGM	-1.575892866578	-2.2581956849465	-1.69022761827867	-3.67968939419094	-1.13625763868015	-1.09910940565119
B121-20180427_123457_proc	CA3100L83_NGM_B121	CA3100L83	B121	20180427	123457	1297.089	386.916532040926	3647	1087.88571358886	3.03658327351957	26.8	27	Paris2	NGM	-1.54085514943782	-2.44162818979584	-1.15481313765341	-4.238659994615	-0.407833699597054	-1.87537949021794
B121-20180427_130248_proc	GA250L2_NGM_B121	GA250L2	B121	20180427	130248	1297.008	166.998298596342	10679	1374.99138841883	3.13829997818527	26.8	27	Paris2	NGM	-1.03428028218715	-1.81660853036718	-1.85233408433154	-3.47633251944554	-1.4099447116138	-1.07253446693068
B121-20180427_132504_proc	CA3100L115_NGM_B121	CA3100L115	B121	20180427	132504	1197.69	471.288252714709	2352	925.506575478625	2.96637950864693	26.9	27	Paris2	NGM	-1.55919375379956	-2.46693775172803	-1.22530873730932	-4.92854692065276	-0.320387544535748	-2.0698732678453
B121-20180427_134530_proc	CA3100L96_NGM_B121	CA3100L96	B121	20180427	134530	1285.913	184.473528069375	12288	1762.8025480079	3.24620366958066	27	27	Paris2	NGM	-1.11593813262431	-2.28109895950435	-1.90998317673803	-4.2273600833846	-0.94874312503819	-1.3013085165282
B121-20180427_140723_proc	CA2100L120_NGM_B121	CA2100L120	B121	20180427	140723	1198.363	277.511380323054	5225	1209.98141814121	3.0827787008448	27.1	27	Paris2	NGM	-0.907475123713832	-2.14924251396243	-1.02968688327416	-4.34611950922817	-0.535304788060656	-1.37883883904018
B121-20180427_142811_proc	GA150L11_NGM_B121	GA150L11	B121	20180427	142811	1223.961	167.252873563218	24959	3410.61886062086	3.53283318936409	27	26	Paris2	NGM	-1.33893207194318	-2.49869492623661	-2.7243259984895	-3.88752483391915	-1.91503160325081	-0.802841383147666
B121-20180427_144920_proc	CA3100L119_NGM_B121	CA3100L119	B121	20180427	144920	1196.35	300.004703668862	5258	1318.53114213305	3.1200903917683	26.6	27	Paris2	NGM	-1.61576411708056	-2.29883563070975	-1.53981014511263	-4.22075167052951	-0.804881698142655	-1.97388455896318
B121-20180427_150949_proc	CA3100L4_NGM_B121	CA3100L4	B121	20180427	150949	1205.615	317.269338959212	2367	622.899122287344	2.79441771892033	26.3	27	Paris2	NGM	-0.824400753034016	-2.33601055504293	-1.11420267884315	-4.74997864589682	-0.187631390698668	-1.98479676649386
B121-20180427_153057_proc	CA3100L37_NGM_B121	CA3100L37	B121	20180427	153057	1296.262	238.861477572559	6709	1236.26369748886	3.09211111650483	26.1	28	Paris2	NGM	-1.53576217750125	-2.61200209711919	-1.69359402033658	-3.76045999249254	-1.06069216303715	-1.23636112833105
B121-20180427_155621_proc	A6140L35_NGM_B121	A6140L35	B121	20180427	155621	1279.404	222.857870606215	4492	782.456170813221	2.89346001994747	25.8	28	Paris2	NGM	-1.13127457460509	-2.73622789207216	-1.69637088982808	-4.27288876931513	-0.642939860843293	-1.44920876564977
B121-20180427_161827_proc	GA450L4_NGM_B121	GA450L4	B121	20180427	161827	1296.832	449.32673992674	3478	1205.05848210501	3.08100812395585	25.5	28	Paris2	NGM	-1.7312360840125	-2.456510045107	-1.16427216209248	-4.57649470142907	-0.644294705352404	-2.7285471324215
B122-20180430_094446_proc	CA1100L67_NGM_B122	CA1100L67	B122	20180430	94446	1296.797	313.435242290749	6024	1455.99804715732	3.16316079248432	25.2	32	Paris2	NGM	-1.57373789745062	-2.75125217133743	-1.29207228348645	-4.44725601466283	-0.701785474067121	-1.8600880597847
B122-20180430_102037_proc	A6140L179_NGM_B122	A6140L179	B122	20180430	102037	1293.155	248.861965811966	4215	811.158125590077	2.90910552298709	25.2	31	Paris2	NGM	-1.34665432437125	-2.72198381615196	-1.86220948049549	-4.43123409610561	-0.613878032640667	-1.44437206969556
B122-20180430_105346_proc	CA2100L32_NGM_B122	CA2100L32	B122	20180430	105346	1197.664	254.286271450858	6163	1308.51915975736	3.1167800861016	25.2	31	Paris2	NGM	-1.42755734336063	-2.46889968963027	-1.59440957203835	-4.19868271093392	-0.738060461951416	-1.49885600601837
B122-20180430_111416_proc	CA1100L5_NGM_B122	CA1100L5	B122	20180430	111416	1197.707	297.666052510364	5020	1247.62031415198	3.09608243746398	25.2	31	Paris2	NGM	-1.64323356798945	-2.70263967653657	-1.46340834480053	-4.42316212236247	-0.633047895450911	-2.04705130551995
B122-20180430_113450_proc	A6140L85_NGM_B122	A6140L85	B122	20180430	113450	1196.634	221.949337938975	3846	713.34857083561	2.85330179548814	25.2	30	Paris2	NGM	-1.47341608087296	-2.72206734392321	-1.31392490284198	-3.96791048904755	-0.270950793967493	-1.55892791486199
B122-20180430_115517_proc	CA1100L83_NGM_B122	CA1100L83	B122	20180430	115517	1197.65	349.745024206563	4557	1330.76280658732	3.12410065429506	25.3	31	Paris2	NGM	-1.64506831689884	-3.05420063505423	-1.33291155967142	-4.46816225954652	-0.679900498579533	-1.85340052444777
B122-20180430_121548_proc	GA250L35_NGM_B122	GA250L35	B122	20180430	121548	1203.796	202.144219977553	10699	1796.6009270174	3.2544516194341	25.2	31	Paris2	NGM	-1.30908973451465	-1.95102994291428	-1.7736189936886	-3.97247450716186	-1.11791184902188	-1.58198011062005
B122-20180430_123623_proc	CA2100L108_NGM_B122	CA2100L108	B122	20180430	123623	1296.409	270.134789156626	4983	1038.31557353233	3.01632936797741	25.2	31	Paris2	NGM	-1.25545729725842	-2.38850626144383	-1.27870040731547	-4.45233692751796	-0.537266373934314	-1.75347591129466
B122-20180430_130011_proc	CA3100L35_NGM_B122	CA3100L35	B122	20180430	130011	1297.338	273.612678393628	7113	1500.15414750348	3.17613588703606	25.2	31	Paris2	NGM	-1.45700027160714	-2.61846707697639	-1.39830737615369	-4.29875461492419	-0.756281439899926	-1.60982983364604
B122-20180430_133014_proc	GA450L10_NGM_B122	GA450L10	B122	20180430	133014	1296.497	493.470588235294	2858	1087.80733096681	3.03655198129263	25.2	31	Paris2	NGM	-2.01508308374498	-2.46980866576134	-1.05072631962497	-3.65978700226752	-0.878591474704309	-1.731675629224
B122-20180430_135447_proc	A6140L75_NGM_B122	A6140L75	B122	20180430	135447	1207.889	186.50201884253	14429	2227.88487177122	3.34789274447012	25.2	31	Paris2	NGM	-1.28770791496929	-2.640045530642	-2.08953492342355	-4.06482706313712	-1.13367662782227	-0.972513417500733
B122-20180430_141525_proc	A6140L62_NGM_B122	A6140L62	B122	20180430	141525	1198.548	350.734424498416	4156	1216.18180349508	3.0849985012138	25.3	31	Paris2	NGM	-1.59255723315968	-2.51296096498936	-1.12415076270364	-4.05470054279466	-0.346620551045986	-1.70762738816451
B122-20180430_143604_proc	GA150L12_NGM_B122	GA150L12	B122	20180430	143604	1197.497	393.89233278956	3149	1035.79963536804	3.01527575379746	25.3	31	Paris2	NGM	-1.76983434626203	-2.60152860707532	-1.11009690922077	-3.83983750619145	-0.660871085734825	-2.22401335695167
B122-20180430_145634_proc	CA1100L101_NGM_B122	CA1100L101	B122	20180430	145634	1197.065	280.553130929791	4881	1143.94776563371	3.058406194374	25.4	32	Paris2	NGM	-1.44783270666054	-2.35909936325708	-1.3902269940276	-4.255562165091	-0.72261404408153	-1.58003760527419
B123-20180507_095704_proc	CA2100L18_NGM_B123	CA2100L18	B123	20180507	95704	1297.818	322.601326150021	4887	1214.77177916715	3.08449469410041	28.6	35	Paris2	NGM	-1.38487705921539	-1.96903797996573	-1.17861736438799	-3.76607017172726	-0.909699103504417	-1.66737127153959
B123-20180507_102222_proc	CA2100L19_NGM_B123	CA2100L19	B123	20180507	102222	1216.433	185.913605051665	9011	1377.19668499667	3.13899596865841	28.5	32	Paris2	NGM	-1.01656638377213	-2.06648380028347	-1.39218545333943	-4.22565677598685	-0.731290296397332	-1.1423035189575
B123-20180507_104307_proc	CA3100L67_NGM_B123	CA3100L67	B123	20180507	104307	1237.759	253.296525627795	6419	1313.59206275601	3.11846051560387	28.4	32	Paris2	NGM	-0.859069429094484	-2.16189893337851	-1.08575500095788	-4.70781895071652	-0.712262289381391	-1.48818166682082
B123-20180507_110421_proc	CA1100L113_NGM_B123	CA1100L113	B123	20180507	110421	1198.212	213.139443651926	6214	1105.35406326515	3.04350141204149	28.4	32	Paris2	NGM	-0.982141791745673	-2.24638066935849	-1.61076494686055	-3.61474826883136	-0.568193303170728	-1.09385621659948
B123-20180507_112449_proc	CA3100L45_NGM_B123	CA3100L45	B123	20180507	112449	1236.167	229.405913150601	8907	1652.94694683841	3.21825891463311	28.4	32	Paris2	NGM	-1.1157973381731	-2.11649069151858	-1.33649071316847	-3.72716751249678	-1.00454188301046	-1.03249345559101
B123-20180507_114552_proc	CA3100L102_NGM_B123	CA3100L102	B123	20180507	114552	1233.407	290.100537221796	2855	671.503432174641	2.8270482367675	28.4	31	Paris2	NGM	-1.47076320451863	-2.31343356796626	-1.24729073392569	-2.94840041487518	-0.297706674576547	-1.19007519597594
B123-20180507_120658_proc	GA150L39_NGM_B123	GA150L39	B123	20180507	120658	1213.118	254.804576934658	8396	1763.50464500847	3.24637660792122	28.4	30	Paris2	NGM	-0.969828855382106	-2.32887913987973	-1.31210703747889	-4.60701235557616	-0.786731754500971	-1.46389517230756
B123-20180507_122745_proc	CA1100L84_NGM_B123	CA1100L84	B123	20180507	122745	1297.006	238.077597840756	8918	1636.98241761708	3.21404401479808	28.4	29	Paris2	NGM	-1.59233787376572	-2.30386405836656	-1.55071597714258	-3.69076064329333	-0.897005187268507	-1.70391342818836
B123-20180507_125015_proc	CA2100L6_NGM_B123	CA2100L6	B123	20180507	125015	1214.271	198.625987986089	6503	1063.73684282466	3.02683420141322	28.5	29	Paris2	NGM	-0.303757589867462	-2.51107758044347	-1.45753078994851	-4.53434420128812	-0.687967765663088	-1.20903097682573
B123-20180507_131106_proc	CA3100L108_NGM_B123	CA3100L108	B123	20180507	131106	1297.722	180.058575197889	10036	1392.49227545346	3.14379279469873	28.5	28	Paris2	NGM	-0.896001966810293	-1.95217922348927	-1.52535886827141	-3.28069337227923	-0.737514021949455	-1.04659717518487
B123-20180507_133511_proc	A6140L234_NGM_B123	A6140L234	B123	20180507	133511	1197.124	467.038372985418	2611	1018.63899801936	3.00802029887767	28.6	28	Paris2	NGM	-1.6374403085678	-2.43357009008584	-0.662496715376809	-3.47711056387927	-0.252038297049506	-1.94184185010284
B123-20180507_135541_proc	CA1100L23_NGM_B123	CA1100L23	B123	20180507	135541	1209.222	177.570045971449	15298	2246.45810551845	3.3514983237918	28.7	28	Paris2	NGM	-1.18935404940234	-2.20051407988215	-2.1447418659114	-4.26749255388031	-1.14701452953238	-0.943477237335387
B123-20180507_141623_proc	CA3100L99_NGM_B123	CA3100L99	B123	20180507	141623	1203.167	674.555172413793	1350	756.877044299437	2.8790253335035	28.8	28	Paris2	NGM	-1.87831326090724	-2.32090996547917	-0.461196524573416	-3.30506627637858	-0.195335580366289	-2.20241390320516
B123-20180507_143702_proc	CA3100L117_NGM_B123	CA3100L117	B123	20180507	143702	1295.559	299.318358531317	4370	1009.61918892297	3.00415759622273	29	28	Paris2	NGM	-1.47110627746508	-2.61288103724588	-1.5033434751933	-4.46693191799042	-0.76316853502567	-1.65336880998976
B123-20180507_150256_proc	CA1100L55_NGM_B123	CA1100L55	B123	20180507	150256	1295.892	383.309324399777	3683	1089.38726511498	3.03718229408507	29.2	28	Paris2	NGM	-1.23496424267053	-1.95162593823224	-0.978124329202438	-3.87606553668501	-0.630453242599171	-1.57877261306591
B123-20180507_153027_proc	CA1100L71_NGM_B123	CA1100L71	B123	20180507	153027	1296.721	179.394394394394	12913	1786.44428124077	3.25198947521126	29.4	28	Paris2	NGM	-0.764208883139919	-1.75573021942036	-2.07350552079721	-4.02731969918912	-1.31717925945411	-0.968902441072451
B123-20180507_155509_proc	GA250L49_NGM_B123	GA250L49	B123	20180507	155509	1297.22	162.051071250623	10175	1271.07942367146	3.10417268838608	29.4	28	Paris2	NGM	-0.547407774805916	-1.78145972610967	-1.76380980938143	-4.24555830555437	-0.955216880417274	-0.908712521420679
B123-20180507_162322_proc	GA250L51_NGM_B123	GA250L51	B123	20180507	162322	1297.765	143.291049723757	14011	1547.00650555344	3.18949214002129	29.5	28	Paris2	NGM	-0.751001147892508	-1.58139147999703	-1.98979649128687	-4.67964064827007	-0.683357345493076	-1.58797105875838
B124-20180504_101214_proc	CA2100L110_NGM_B124	CA2100L110	B124	20180504	101214	1268.102	188.659277504105	13083	1946.39652613607	3.28923132080907	26.6	29	Paris2	NGM	-1.07706405455596	-2.43190314633371	-1.81687572944465	-4.55854528400145	-1.01305171016094	-1.25679874240182
B124-20180504_103401_proc	GA150L41_NGM_B124	GA150L41	B124	20180504	103401	1295.258	254.907894736842	4556	896.624740724282	2.95261071825919	26.6	28	Paris2	NGM	-1.11016870168159	-2.05081611587552	-1.48306506713666	-3.1813873587916	-0.564988756577859	-1.17714435925209
B124-20180504_105809_proc	GA250L36_NGM_B124	GA250L36	B124	20180504	105809	1197.622	216.334013605442	10425	1883.13348605548	3.27488110610406	26.7	28	Paris2	NGM	-1.37847269718359	-2.02299792367941	-1.73845364783174	-4.06840142284399	-0.967550354720075	-1.56290064507727
B124-20180504_111842_proc	CA2100L81_NGM_B124	CA2100L81	B124	20180504	111842	1202.536	292.514078841512	5508	1339.8081606364	3.12704261870703	26.9	27	Paris2	NGM	-1.19941915349856	-2.38359017320719	-1.60168306756397	-4.65474466026818	-0.527726587710267	-1.81384066226251
B124-20180504_113915_proc	CA3100L95_NGM_B124	CA3100L95	B124	20180504	113915	1296.914	350.48	3452	932.873698641544	2.96982284878824	27	27	Paris2	NGM	-1.2239507350767	-2.34493986994223	-1.1359715832284	-4.75306799860055	-0.473995466366729	-2.18313780695571
B124-20180504_120345_proc	GA450L16_NGM_B124	GA450L16	B124	20180504	120345	1225.425	299.331491712707	4504	1100.18078517578	3.04146405566101	26.9	27	Paris2	NGM	-1.61593862788295	-2.30853773900677	-1.15802604908566	-3.4135382974664	-1.04112674770589	-1.43566870978434
B124-20180504_122449_proc	CA3100L48_NGM_B124	CA3100L48	B124	20180504	122449	1209.475	153.553967576792	18290	2322.08360402615	3.36587785197171	26.9	27	Paris2	NGM	-0.844997516550845	-2.06715696255884	-1.95219284496238	-4.30129036533133	-1.16230283295826	-1.0015648996634
B124-20180504_124527_proc	CA1100L114_NGM_B124	CA1100L114	B124	20180504	124527	1232.978	493.430119176598	1658	663.521277423279	2.82185485413241	27	27	Paris2	NGM	-1.56466070073636	-2.48483054920657	-0.569095762224724	-4.02691526625423	-0.371999555725287	-2.58990967495586
B124-20180504_130638_proc	CA2100L17_NGM_B124	CA2100L17	B124	20180504	130638	1296.002	216.296420207427	6475	1080.64595644381	3.03368343276227	27.2	27	Paris2	NGM	-0.841831190983583	-1.87777378694498	-1.67691184439162	-4.26449083447812	-0.591528720042978	-1.99634520014604
B124-20180504_132934_proc	CA2100L30_NGM_B124	CA2100L30	B124	20180504	132934	1207.237	198.229445506692	9350	1535.278752629	3.1861872395772	27.1	27	Paris2	NGM	-1.02223482550876	-1.80288273083233	-1.80155770329916	-3.5813301571549	-0.764400932467113	-1.51468952452742
B124-20180504_135019_proc	CA3100L16_NGM_B124	CA3100L16	B124	20180504	135019	1203.488	346.119402985075	2934	843.809268026111	2.9262442911697	27.2	27	Paris2	NGM	-1.36208122438533	-2.59221064291532	-0.926010300430026	-4.55851133196904	-0.361852852471823	-2.32070423285826
B124-20180504_141100_proc	GA150L56_NGM_B124	GA150L56	B124	20180504	141100	1296.335	235.242363877822	7037	1276.98512699899	3.10618583908026	27.4	27	Paris2	NGM	-1.24255344315985	-2.3722485622614	-1.57594932858421	-4.44225450056613	-0.660462978957861	-1.3794966594755
B124-20180504_143617_proc	CA3100L7_NGM_B124	CA3100L7	B124	20180504	143617	1197.515	194.312383090161	6295	1021.44561993174	3.00921525046703	27.4	27	Paris2	NGM	-0.800724373707648	-1.89343331061682	-1.82497603040761	-3.75223890811899	-0.617782234697089	-1.34495575369144
B124-20180504_145646_proc	A6140L90_NGM_B124	A6140L90	B124	20180504	145646	1297.339	153.363079615048	12875	1521.99976262468	3.18241458470078	27.5	27	Paris2	NGM	-1.21229417295993	-2.1672965584246	-1.75885517545885	-2.96160090396959	-0.834983388008202	-0.822775159596699
B124-20180504_152201_proc	CA1100L59_NGM_B124	CA1100L59	B124	20180504	152201	1197.636	248.03432887058	9633	1995.02577578688	3.29994851115545	27.6	27	Paris2	NGM	-1.59908011140846	-2.80467214382058	-1.91515536214934	-3.96470998007328	-1.03780093039355	-1.31549461360213
B124-20180504_154229_proc	CA1100L50_NGM_B124	CA1100L50	B124	20180504	154229	1295.92	199.640979381443	7528	1159.71456014531	3.06435110973703	27.6	27	Paris2	NGM	-0.777732734011117	-2.71676657716523	-1.7511045876517	-5.06771544104649	-0.573834433995907	-1.75014935698062
B124-20180504_160440_proc	CA1100L57_NGM_B124	CA1100L57	B124	20180504	160440	1297.072	255.396871945259	5900	1161.72544351973	3.06510350115815	27.7	28	Paris2	NGM	-0.968992609582505	-2.16044430675805	-1.41140608014469	-4.23237953909055	-0.616840515311496	-1.76193560415504
B124-20180504_163531_proc	CA3100L12_NGM_B124	CA3100L12	B124	20180504	163531	1295.632	268.76577355229	5575	1156.47744695563	3.06313716779559	27.7	27	Paris2	NGM	-1.25973559155271	-2.32407610294994	-1.55835380405975	-4.35454925731167	-0.847070616987244	-1.66446894665852
B125-20180514_103526_proc	GA250L2_NGM_B125	GA250L2	B125	20180514	103526	1196.44	261.346719457014	6265	1368.50757029035	3.13624720417671	24.8	39	Paris2	NGM	-1.65333590965331	-2.0592705218993	-1.93998229391497	-3.23900207885449	-1.50693957466545	-1.36032617911392
B125-20180514_105553_proc	GA150L12_NGM_B125	GA150L12	B125	20180514	105553	1218.064	441.940771349862	1680	609.541449273411	2.78500324330741	24.8	39	Paris2	NGM	-1.87733179850675	-2.51728723846814	-0.686558026651254	-3.69110940862705	-0.359102028412787	-2.6989898152896
B125-20180514_111647_proc	A6140L31_NGM_B125	A6140L31	B125	20180514	111647	1202.14	192.391214824983	9051	1448.52753038824	3.1609267537214	25	40	Paris2	NGM	-1.17245508721286	-2.21262573267994	-1.98820276176478	-4.20460207289898	-0.639090535808891	-1.22374599980342
B125-20180514_113716_proc	A6140L74_NGM_B125	A6140L74	B125	20180514	113716	1195.374	323.909163987138	2435	659.809243223193	2.81941839525405	25.2	40	Paris2	NGM	-1.2263011552114	-2.67607770660894	-0.754871210756155	-4.28672877539879	-0.189032015576818	-2.27786208157424
B125-20180514_115739_proc	CA1100L11_NGM_B125	CA1100L11	B125	20180514	115739	1213.124	518.248547449968	3675	1569.96598194301	3.19589024220892	25.2	40	Paris2	NGM	-1.80746088553116	-2.58985792094226	-0.838984428381099	-4.67588381539406	-0.32767389737411	-2.27172274673339
B125-20180514_121820_proc	GA150L11_NGM_B125	GA150L11	B125	20180514	121820	1202.501	325.341452805568	5120	1385.23646829774	3.1415239164408	25.3	40	Paris2	NGM	-1.45144791152602	-2.67192877482503	-1.2346150389749	-4.59921850194335	-0.679367160267176	-1.95466980153148
B125-20180514_123855_proc	A6140L75_NGM_B125	A6140L75	B125	20180514	123855	1196.915	196.17389380531	8362	1370.52848364337	3.13688806589565	25.4	40	Paris2	NGM	-1.47072574856641	-2.81276200176208	-1.57824050439736	-3.43144115087045	-0.671609322038159	-0.989559464296026
B125-20180514_125934_proc	CA1100L120_NGM_B125	CA1100L120	B125	20180514	125934	1225.193	353.21783625731	4011	1156.35393054651	3.0630907809336	25.5	40	Paris2	NGM	-1.95949158882906	-2.78734218812394	-1.09179880303512	-3.04883436549346	-0.643713338622554	-1.46102923813141
B125-20180514_132027_proc	A6140L114_NGM_B125	A6140L114	B125	20180514	132027	1202.364	211.970025510204	16604	2927.192018034	3.46645121223131	25.6	40	Paris2	NGM	-1.73353002315004	-2.2495062679966	-2.07999301627583	-3.05622859140312	-1.48062958919867	-1.05954557068704
B125-20180514_134058_proc	A6140L70_NGM_B125	A6140L70	B125	20180514	134058	1203.572	739.606851549755	1256	771.8243740686	2.88751848939001	25.6	40	Paris2	NGM	-2.08383435484008	-2.7816497674891	-0.635695305330417	-3.8862711660395	-0.206661663915733	-2.36251342291255
B125-20180514_140135_proc	CA1100L8_NGM_B125	CA1100L8	B125	20180514	140135	1224.359	374.159367396594	3060	935.124145968279	2.97086927111841	25.6	40	Paris2	NGM	-1.57326370166864	-2.47157591808162	-1.23649407780887	-4.59495957790982	-0.310766748162329	-2.22201050976391
B125-20180514_142227_proc	CA1100L3_NGM_B125	CA1100L3	B125	20180514	142227	1197.298	335.562154696133	2927	820.339152655045	2.91399343979217	25.6	39	Paris2	NGM	-1.60003933462421	-2.68986635383735	-1.10414275942543	-4.33926160009499	-0.348799624155751	-2.17536857820021
B125-20180514_144252_proc	A6140L2_NGM_B125	A6140L2	B125	20180514	144252	1296.264	231.800166181969	5265	941.496388812825	2.97381865858352	25.6	39	Paris2	NGM	-1.17021622220632	-2.40052383560843	-1.43122005283968	-3.95008932715751	-0.318522076770524	-1.44946164402512
B125-20180514_150557_proc	CA1100L80_NGM_B125	CA1100L80	B125	20180514	150557	1200.69	470.31010794897	1854	726.211545142701	2.86106314894469	25.7	39	Paris2	NGM	-1.61575774874534	-2.42371650656611	-0.926368822911707	-4.07494500532147	-0.291790345534808	-2.17061162763493
B125-20180514_152629_proc	CA2100L99_NGM_B125	CA2100L99	B125	20180514	152629	1296.299	320.640941434045	4188	1035.90627064109	3.01532046198753	25.7	39	Paris2	NGM	-1.52400706515225	-2.29448822211886	-1.41424113918057	-3.03800030114587	-0.977760828594025	-1.34475804103256
B125-20180514_154912_proc	GA450L38_NGM_B125	GA450L38	B125	20180514	154912	1198.489	306.36641221374	1587	405.680399388902	2.60818402509925	25.9	40	Paris2	NGM	-1.60360769772416	-2.16812541006024	-0.961587943512264	-3.05658827315674	-0.693744055389943	-1.49932556041138
B125-20180514_160942_proc	CA1100L40_NGM_B125	CA1100L40	B125	20180514	160942	1295.926	349.474275023386	3916	1056.03349341828	3.02367769260695	25.8	40	Paris2	NGM	-1.21702538960329	-2.52750978373495	-1.39271369701451	-5.27273105830624	-0.332382536592535	-2.42758296330533
B125-20180514_163335_proc	CA2100L82_NGM_B125	CA2100L82	B125	20180514	163335	1296.542	415.944667201283	2964	950.883190505671	2.97812717010819	25.9	40	Paris2	NGM	-2.02033300366449	-2.67581922042212	-1.13765045873736	-2.66510868757131	-0.844728589029373	-1.29844598050611
B126-20180518_100009_proc	GA450L10_NGM_B126	GA450L10	B126	20180518	100009	1297.65	686.221804511278	2339	1236.90733306506	3.09233716426453	25.3	31	Paris2	NGM	-2.26994785880966	-2.6969987642523	-1.05199023011038	-3.20367806403132	-0.89642020366758	-1.41051195411631
